V,H,S,M
0.11806407799995373,0.2643319882991267,1,1
0.3898712490248605,0.8675910966914377,0,1
0.2903032062968902,0.47126214881086104,0,0
0.39474761696012317,0.4696694716458369,0,1
0.2077859186373261,0.734518078209754,0,0
0.9014745526659055,0.18904298360443322,1,0
0.6342332081986438,0.4885388186900457,0,1
0.7111920872300407,0.4369866927089537,0,1
0.8102541147466045,0.5872196214919905,1,0
0.5485979790361516,0.9496019329253946,1,0
0.17822825927868133,0.7425040046738424,1,1
0.583395887636693,0.4080791327156844,0,1
0.6281570062187912,0.7947977470466422,0,0
0.770895526765897,0.20363752698123216,0,0
0.48849359160671146,0.07741731767806412,0,0
0.21482227251600738,0.23400353521784573,0,1
0.355398315218852,0.35637040050283364,1,0
0.4267740667587716,0.5095226817136038,1,1
0.6813255171984411,0.6036162264870798,0,0
0.6137004742020207,0.8695451454929796,0,1
0.4204870533080617,0.5088686085954118,0,1
0.9878637239136817,0.5011480801631564,0,1
0.6451973374211984,0.09521870884068392,0,1
0.3135041125623951,0.08142039739060143,1,0
0.19160422535836336,0.5460439657247348,1,1
0.23757322526589883,0.44436075192351,1,1
0.32136195554605734,0.8052623554822688,0,1
0.24461323593360013,0.19461162624066064,0,0
0.26791032164617523,0.07247449590534463,1,0
0.35658565182446245,0.45413489113711325,1,0
0.25603623576527934,0.2637307010770317,0,0
0.9070888821637827,0.0946529360049537,1,0
0.172210371095478,0.702138458162866,1,0
0.5720602506132292,0.15043369996152273,0,1
0.4693571442906954,0.5974875500069945,1,1
0.9841407552177458,0.3029447751502002,1,1
0.20083501195124712,0.2061464453195198,1,0
0.4580700391411675,0.3917763706273857,0,1
0.9725233899478319,0.7713011986006583,1,1
0.8789564133045822,0.4028842192141154,1,0
0.8353648638543519,0.7256926842899502,1,1
0.33211254434044585,0.16293766711923563,0,0
0.25379882865105924,0.7454942776985711,0,1
0.7017788979319879,0.2632399924159838,1,0
0.9364383902148272,0.6596538168999855,0,0
0.6010866037125367,0.5592033993568967,1,0
0.6144514205229099,0.8862302454905185,0,1
0.35198118429425573,0.3985902661777826,0,1
0.7925436398727432,0.10954866995099641,1,0
0.2683393737017711,0.06723993699612761,1,0
0.39131131276381936,0.7941727048754778,1,1
0.4828927947547751,0.5222620738952889,0,1
0.5568493408160096,0.7477196466514543,1,0
0.31816875917357224,0.2609830400103632,0,1
0.20335314226528317,0.36057537096191034,0,1
0.6495580381974694,0.07709348499018705,1,1
0.3597674979162302,0.915343092116701,0,0
0.6231143992803511,0.651081116030732,1,0
0.2389264437467821,0.8898845789833756,0,1
0.5330260916693358,0.2889467666861651,1,0
0.5793304892964273,0.6003172501030948,0,1
0.14664118314018423,0.660649971463374,0,1
0.4029438503745285,0.33579473023182954,1,0
0.22097320924507682,0.8132983115140671,0,0
0.157037473425491,0.902445316610223,1,0
0.9909642091509507,0.8463696059264039,0,1
0.39011846047725074,0.7151602783454353,0,1
0.8288870012691714,0.2997182117524586,0,0
0.32917658928738747,0.30345443789506854,1,0
0.7133524500015364,0.9170242884014341,1,0
0.7842050739007179,0.05925604634212283,1,1
0.6360748665470598,0.69444497591793,1,1
0.5244185696951426,0.6856215462997359,1,1
0.4706568227325417,0.6104205868548177,0,0
0.41398143988869573,0.9410979614781791,0,0
0.9365762298230432,0.33069149218735266,1,1
0.8475574670089562,0.3559746774139233,0,0
0.9685242195998613,0.12104546265189998,0,0
0.21186750113699027,0.44851832288936366,0,0
0.7577807276832799,0.28494367361136325,0,0
0.9445064111389341,0.3590480319598798,1,1
0.26310975954909416,0.8011146112300649,0,0
0.15984664063009976,0.8919360621747461,1,1
0.7670085843610531,0.21715976480466703,1,1
0.6170258018619207,0.38525803839811923,0,0
0.8576458990824448,0.8857675059038547,1,1
0.22579513896366055,0.10562761462030038,0,1
0.8157405806739012,0.13312447530024066,0,0
0.2814645880429701,0.1965118902856064,0,1
0.24729034857913407,0.5856915507141873,1,1
0.24783921813789367,0.1854250439053977,1,1
0.8331172482082438,0.9212687433056601,1,1
0.6986774986265801,0.45204307453266823,0,1
0.5707588822922074,0.5013661643151497,0,1
0.42294743571115223,0.2719927542248658,0,1
0.8894804867317975,0.4738642271912601,1,1
0.4532005966803718,0.6457222693733103,0,0
0.8349394955244194,0.7260594232586385,0,0
0.4952214177131966,0.7284812744389216,1,0
0.43924998648241687,0.5701020014246795,1,1
0.5164118071026458,0.8639237974944715,1,1
0.3712400867477279,0.7856670625754985,0,1
0.772848442158626,0.7313433032287628,0,0
0.5524483510832312,0.10004496951241457,0,0
0.30899142563213555,0.05619016599768439,1,0
0.9096171159471116,0.24120254947592568,1,1
0.44550209923589024,0.647171234522107,1,0
0.5891975750025897,0.4200777399942912,1,0
0.9158248998680922,0.4121656333693805,0,1
0.6618141963225929,0.8461281994066523,0,0
0.20520823663752769,0.8560065633186548,0,1
0.9458489112521276,0.8682577376482271,0,0
0.6649372477642761,0.3324902688635245,0,1
0.4014150531913775,0.6719502314653356,0,1
0.22534486539704854,0.29446986314693263,0,1
0.8146226703432664,0.22154884976700479,0,1
0.6580654803356621,0.2161692116126323,1,1
0.5801149827786893,0.3578968587772346,1,0
0.9045033247458619,0.4369618578018395,0,1
0.8097374901020776,0.7978542539495616,1,1
0.23650739175947608,0.15790198412544088,0,1
0.3805498610159934,0.7114332626554047,0,1
0.3236402258330192,0.5283094227703747,1,0
0.7695516633154093,0.3091508084083932,0,1
0.13017919126220145,0.4935376260795421,0,0
0.6129007163841849,0.31994786279932036,0,1
0.7862128171666215,0.5864737597144754,0,1
0.8890890730855745,0.44045953056971976,0,0
0.4078735738443168,0.19796497617099085,0,0
0.8391315742048115,0.15492476710012704,0,0
0.19956856325968653,0.5420261138649171,1,1
0.8618070625610663,0.862171729957493,1,0
0.21473979609878419,0.35956191790191694,0,1
0.4575585615043306,0.7097000965003609,1,0
0.8175658292015983,0.6427952194457902,0,0
0.2349256846138964,0.8883994228785329,0,1
0.3063262557093773,0.7888829155692267,0,0
0.7500273115537597,0.5599447330149167,0,0
0.748032882891467,0.6413274484106966,1,1
0.6770328695967676,0.8585478199256313,1,1
0.72455360002039,0.40956690612824126,1,1
0.5884519990128366,0.3441152352719996,1,0
0.3266191530162575,0.05972997527167671,0,0
0.4111263941535275,0.7938959667723178,1,0
0.2634379451212831,0.7708826303630284,0,0
0.9176055052002655,0.14400906629013624,0,0
0.6250526152895084,0.5691716430194302,1,1
0.46076627508727597,0.4675835283501986,0,0
0.5158052232797194,0.15683818595820032,1,1
0.9525550056506338,0.9325114043546512,1,0
0.2380162628044722,0.2432262987170199,1,1
0.6276068488151175,0.11051076208150504,1,0
0.5552998109960194,0.5853626415517186,1,0
0.6503088118911831,0.7149800094197294,0,1
0.11629916543875646,0.07919910144246826,1,0
0.8849115180497363,0.6428458748543199,1,1
0.9389064542352511,0.529062688356309,0,0
0.608619865230288,0.14293850798754357,1,0
0.726985741489203,0.20527148925172584,1,1
0.9302494430595661,0.5611768675844725,0,0
0.7365147708820587,0.3167218521619595,0,1
0.23728513862283523,0.8944841557861845,1,0
0.6186595241501318,0.7868662065356457,0,0
0.6460435417445703,0.9352104858622967,1,0
0.4817176041721475,0.28370375505537254,0,0
0.7627998120622506,0.9227512695181793,1,0
0.9409303132921134,0.43811048281240206,1,0
0.9330116616160987,0.36276691578237913,1,0
0.5057554342637189,0.0953145742724179,0,1
0.20191424125667973,0.09748873207364236,1,0
0.9863570790661012,0.6728101303519892,0,0
0.8550082778013407,0.4621360949906251,1,0
0.21219641308294018,0.2538694634324951,1,1
0.928757694355635,0.6025732756927094,1,1
0.8829067258559155,0.27757230642510006,1,0
0.5669542514134649,0.5698685789099803,1,0
0.6321478921704363,0.3732878722844213,0,0
0.4591024334831173,0.7911970039506371,0,1
0.14928547493982822,0.7886265446901014,0,0
0.40167751748131086,0.4796153583101611,1,1
0.8225681037382103,0.365737198401514,1,0
0.10416882070414257,0.37630381690318504,0,1
0.40014925452202976,0.7751430731013961,1,1
0.45835182423184895,0.34536153451785073,1,0
0.5836560426441306,0.23815343633616143,1,0
0.9278700547714844,0.12621950768777612,0,0
0.41171139492936515,0.4700238087959675,0,0
0.41225788170660493,0.4839188890278576,0,0
0.7637511232987735,0.8068178393626164,0,0
0.5069961468008265,0.24911482680145758,0,0
0.3021443406459838,0.3928921463015599,1,1
0.507195564519424,0.7775651650043218,1,0
0.22677131834181988,0.7912612496740761,1,0
0.258748287855601,0.39614996838089134,1,1
0.5485309954655317,0.46321162095801277,0,0
0.4770329045540931,0.3229573017643546,0,0
0.92336131096129,0.8892993905773808,1,0
0.4261545092049698,0.1567793891674223,0,0
0.6225295152502391,0.890374480701323,1,1
0.6690378591275773,0.6654798066518088,1,1
0.11178501092950027,0.528414937418058,1,0
0.6971836348150395,0.07939315470604628,1,0
0.2602323701827763,0.4780365726398074,0,1
0.9649632857225097,0.416973294502459,1,0
0.23379645497780166,0.1950969307776103,0,1
0.4731617113543214,0.6407686431505912,1,1
0.17681470127077947,0.9240358166314572,1,1
0.9971868266613526,0.5559699299580726,1,0
0.5519755092981183,0.6932779487995512,1,0
0.6358465155880394,0.1116054073094151,0,0
0.16036882964958474,0.42590029623529524,1,1
0.77496442335926,0.15472263664804628,0,0
0.28891503378602723,0.6015162519828594,1,0
0.9082488604966423,0.8946339423927391,1,1
0.28462567643380643,0.6455999592244747,1,0
0.27161894859729996,0.11912274348297937,0,0
0.1328947010632854,0.36919958448657453,1,0
0.5248602505989993,0.5455970414967664,1,1
0.6083570199363548,0.41288698051992695,1,0
0.15913777548551714,0.8002796094276551,1,1
0.7979748550255095,0.7832039042389902,1,1
0.5079599512732249,0.6006479180928993,0,1
0.5719512423948221,0.38611215061943466,0,0
0.4966864722444053,0.2798027363869197,1,0
0.4606867547877934,0.14528688639181636,1,0
0.6036762981773961,0.3694079151378986,0,1
0.23971622133764126,0.4218552654869475,1,1
0.263735317445744,0.6582406325936663,0,0
0.8756070589121656,0.6423438418678161,1,1
0.9515039159202695,0.11309732567713125,1,0
0.43597838465177763,0.405733383888042,0,0
0.3436702058291984,0.2136009804956257,1,0
0.6795995889151142,0.19113143478512512,0,0
0.46786075398828675,0.7945719347635213,0,0
0.12284772009431039,0.08772369504463177,0,0
0.24053733762957133,0.42726458831190917,1,0
0.7443750059626578,0.20138329018986634,0,1
0.6930315477191362,0.8413971941106266,0,0
0.12438639325313515,0.5513364619475316,1,1
0.2997749457396545,0.2582425727391632,1,1
0.30796731692926427,0.5021845584497387,1,0
0.7047034692388555,0.7083377237328042,1,1
0.11773948397892775,0.9123062080274904,1,1
0.19369772378611647,0.248401403820877,1,1
0.8199244768358704,0.8475635949164105,0,0
0.2606901958489003,0.8908737027507412,1,0
0.6874714970666872,0.8747784900788595,0,0
0.31436450294205387,0.6218729211757188,1,0
0.18949725348341065,0.6168385889912369,0,0
0.3188549718995087,0.41288956986544045,0,1
0.7500402386700933,0.727158094073409,1,1
0.8701268212956572,0.5281646165158387,1,0
0.8471978781102925,0.6596942641054651,0,1
0.45746517665660935,0.4356121134639159,1,1
0.7012766229135815,0.7083468176388251,1,1
0.28448586587423885,0.7920243658440941,0,1
0.36383295723491194,0.1817926309425345,0,0
0.9067022366690077,0.7996367440168052,0,0
0.11170173115966243,0.5362668786112765,1,0
0.17695767776902127,0.8101993181812018,1,1
0.2870976296314246,0.4381715357069131,1,1
0.12387898348643775,0.3911364368447315,1,0
0.26329189158081756,0.8735546592655001,0,0
0.624737404872723,0.27605234079356117,1,1
0.4792820955332482,0.8097910927575288,0,0
0.9034045399692774,0.48561851525846367,1,0
0.8356992055645968,0.5126858982961338,1,1
0.40763561652808844,0.3276214533405356,0,1
0.33348109008816323,0.5657379805571141,1,0
0.4417231673505402,0.34269007664859014,1,1
0.631265448263327,0.08534247281748708,0,0
0.34125727674058864,0.2947987448099204,1,1
0.6617340170642206,0.055741139065931616,0,1
0.46847048697211635,0.9305193083511709,0,0
0.5968424627667822,0.9191724888377727,0,1
0.492513876221785,0.4056397677250745,0,0
0.3650191835877259,0.7055337689056814,1,1
0.953607976265941,0.3612254885693824,1,0
0.7872452147437847,0.6539838413773784,1,1
0.2261018581898073,0.7748870387413812,0,1
0.8816211783081215,0.9020806202230166,1,0
0.5386880784245623,0.41019104826470476,1,1
0.9050970042046823,0.7549681846604429,1,0
0.8198697303525837,0.28933560556890686,1,1
0.48269215402231014,0.9412990734142834,0,1
0.12022237748810566,0.07319263888791602,0,0
0.3418096234464515,0.5931759258510089,1,1
0.5874707931947802,0.6435553834861943,0,1
0.6701303978435326,0.6692410013667159,1,0
0.3320989168898821,0.1583488209101801,1,1
0.22542046666554172,0.8946768051258174,1,0
0.8514372131193692,0.2130649511450745,0,0
0.9859619626331969,0.6104780629158569,1,0
0.5731211640724173,0.2504084712107764,0,1
0.2545113572634732,0.3264947753191438,0,1
0.34507659386743206,0.5418126875553119,1,0
0.11655160889272007,0.42547407670811876,0,1
0.9228689259044491,0.19420304087885565,0,0
0.20597597460112704,0.20384276217876346,1,1
0.6188648279628282,0.42633030934651966,0,0
0.3466496986184854,0.7315546804479506,0,0
0.5987602022642141,0.8581681821630096,1,1
0.6862783495166778,0.12571489603344455,1,0
0.8467676233364815,0.40379351680346093,0,0
0.2857791445845429,0.14022100735058896,1,1
0.10989624579263244,0.0649332325693381,1,0
0.22319706706192655,0.645546814379561,0,0
0.9100167776632946,0.592204497769929,0,1
0.8865010698062638,0.19671720243339758,1,0
0.6376717919532775,0.26043154978375765,0,0
0.640465174390288,0.07133697828006655,1,0
0.6985330070916299,0.8014524851249634,1,0
0.2578341507611046,0.9272215364436963,0,0
0.9229707513324638,0.1719135831152217,0,0
0.47689347240286584,0.2583276923887683,1,0
0.44482467542454773,0.8315685715522406,1,0
0.5670259347545538,0.8838174181605664,1,1
0.14226937009754956,0.42766464452612923,1,0
0.24965503188047147,0.09556022504216671,0,0
0.7642302547837334,0.08545265032353747,1,1
0.1745188011326138,0.5665548794621094,0,0
0.6428368985197493,0.4036055980038611,0,0
0.32081419871318884,0.07578718481988907,1,0
0.45036605263777896,0.574927153081301,0,0
0.35982436309362986,0.060172282930120224,0,0
0.42010544481845424,0.7586347623343457,1,0
0.7471413146658209,0.3257895404330344,0,1
0.3674095440608576,0.08623220270830889,0,1
0.6097641762672075,0.579516998884838,1,1
0.5284453619791897,0.4079159729897492,1,1
0.6973040488263833,0.9264203720214346,1,1
0.9431467653922821,0.5397787962533319,1,0
0.7593148874892253,0.2977152629333074,1,0
0.2934463407316811,0.6884949781705773,1,0
0.12806482155515622,0.2943428022884402,1,0
0.3360376398698426,0.8638189622668085,0,0
0.6355701376302293,0.38724977345663875,0,1
0.14628323213582534,0.5448817064985847,1,1
0.5467296224811127,0.09551579344180597,0,0
0.6371585640252003,0.43350911415700766,0,0
0.4008195017352647,0.7991271856948955,1,0
0.7938209833712397,0.7750839248270077,0,1
0.1959384278203946,0.2518867029681736,1,1
0.1676240035622279,0.2534711639095064,0,0
0.7553698805832431,0.785574780991913,1,1
0.5459421845855786,0.8873585781523929,0,0
0.7195621567849624,0.1358248291457032,0,1
0.4913446047433716,0.4550527754836027,0,1
0.32176182991519614,0.35370885106780603,1,0
0.8371920859067797,0.8336196099116954,0,1
0.8194742910720814,0.12517242321201688,0,1
0.7252268237689841,0.24001334830223364,1,0
0.34493062350696646,0.7272215038278449,1,1
0.6312076001821784,0.09616446408309402,0,0
0.4248765072460241,0.4932818426428603,0,1
0.18242386599397076,0.44789633121174793,0,0
0.9255822179160185,0.35096106108987374,0,0
0.22313676782706526,0.40511508378703137,1,1
0.9552136184387222,0.5269465282372097,0,1
0.5014051956621601,0.19523062254954482,0,0
0.2666196359547577,0.5647962904552335,1,1
0.5877108526405224,0.7748890963699877,0,1
0.8856512522887674,0.7341448368111431,0,1
0.759002397768605,0.18850991422439628,0,0
0.8259050330753047,0.18432452276732653,1,0
0.6929050300396457,0.291356930970422,1,0
0.7230489080660673,0.37496725370693346,0,1
0.8642760864087874,0.4176100232676343,0,1
0.32470120797326735,0.6617274951500107,1,0
0.5404824672788264,0.10101238894925185,0,0
0.299088497637642,0.08120543380345975,0,1
0.9889012071969823,0.40271950664951806,1,1
0.949653405717952,0.6774473229241824,1,1
0.13548413023165531,0.22409180866083428,1,1
0.7350176552641197,0.6273540331306265,0,0
0.9327234856740992,0.2838453241462695,0,1
0.2625178106146002,0.8474774979321646,0,1
0.6111507074973666,0.8561209498399548,0,0
0.9239394678292376,0.3175584838531938,1,0
0.13055138072721897,0.2569943785669164,0,1
0.7276782405221559,0.4201735748596081,0,0
0.3676141066352957,0.26647842666213384,1,1
0.9319565758388774,0.6551454589625333,1,1
0.973952420648831,0.7934582160934569,0,0
0.9498398402020906,0.6557829178200952,1,0
0.5267927949917174,0.7919154025244145,1,1
0.8758383858903821,0.40729294598672666,0,0
0.8600944586815633,0.19068527363797477,0,1
0.38719042591893005,0.7141558526578329,0,1
0.8460239267356096,0.37442705462739845,0,1
0.13330687124394336,0.6541437427062192,1,0
0.6366428906338477,0.2935795477835891,1,1
0.30700795355893273,0.12310667132600539,0,1
0.20851019719955094,0.943323615938987,0,1
0.16925788146628823,0.19058135713753932,1,0
0.7266598982903257,0.939578894567133,0,1
0.4058874673912596,0.9295519393098025,0,1
0.7522900943758853,0.7644362935172356,0,1
0.15882070671904813,0.6434806658737978,0,0
0.38376130404754927,0.5700263452259762,1,1
0.5855421631378035,0.8294913908400512,0,1
0.8116508483550672,0.3104955694575391,1,0
0.38687725263886297,0.4709130912363893,0,0
0.6633022387933082,0.6074509724298517,0,1
0.8973799734125684,0.42007142828254196,1,1
0.6542768693640741,0.4347378086812411,0,1
0.3096635272782704,0.3472562007518759,1,0
0.12196070340088422,0.5578086350160825,0,0
0.8830889865108369,0.8155170752136044,0,1
0.11914246976534842,0.23137554020568157,0,0
0.8872315054157794,0.8909897348780972,0,1
0.5760434206244908,0.6701788883734067,0,1
0.9451609286616065,0.7909458914120271,1,0
0.8189049121962988,0.5505716233670105,1,1
0.9981406994800037,0.7515650312816571,0,0
0.41564063390653916,0.06458035760552049,0,0
0.7904694600380142,0.7865423823015817,1,1
0.46173782224831794,0.08612497317682986,1,0
0.5318880582735179,0.8509220387265762,0,1
0.6647549168965331,0.942766472514779,0,0
0.8863094027677049,0.3146607159591,1,1
0.9856751222793656,0.2392867006572143,0,1
0.7914460724780664,0.7388270274722366,1,1
0.4759901039506004,0.2777237068282279,0,0
0.4792213020493632,0.8290061448549831,1,1
0.7638240714300023,0.14255833294172904,1,0
0.3148994311914721,0.16335967674142243,0,0
0.1994267018182552,0.9312363995905539,1,0
0.4191599418766989,0.6564550084430042,0,0
0.3585150924886735,0.8121985019860575,0,0
0.36667730841039115,0.3418964396163662,0,1
0.31024697594491896,0.6588353745685439,0,0
0.1378838706727257,0.5848176445777374,1,1
0.11608654126007244,0.5928351081106523,0,1
0.9889501507624284,0.6642792135839494,0,0
0.4849958203622762,0.5678232558161888,0,1
0.4458939824437135,0.4361561323723993,0,1
0.7116825544237628,0.2983304249424921,1,0
0.29642849907855773,0.7417231978218818,0,1
0.9549650655552028,0.25364518700286753,1,0
0.8077105129739969,0.6731188755389728,1,0
0.18046990208103358,0.25999954038439393,1,0
0.4758226982064355,0.6127971529590085,0,1
0.8912064768059482,0.722370440416126,0,1
0.9502588200622692,0.24684250001588526,0,1
0.5206613601248827,0.10394897077517745,0,1
0.6520702502896369,0.16787636869475667,1,0
0.2503305514828677,0.5953972705439229,1,0
0.9920517635232788,0.8145017656031619,0,1
0.3085045312450991,0.09049713911188192,0,0
0.948458596721613,0.7107361331374816,0,1
0.6846819840931316,0.3571867813550469,0,0
0.6469631153909732,0.4806755329275702,0,0
0.5614196599148578,0.885973594861009,0,0
0.3076028305459828,0.3487743542622609,0,0
0.25887522880495745,0.4688032405455374,1,0
0.2984375881631578,0.062314173284613,1,1
0.2677944359298291,0.12343884800435452,1,1
0.801626026210078,0.2827324320213056,1,0
0.41511273325005715,0.07506701673896696,0,1
0.15205840890705674,0.6182377934434259,0,0
0.9721923671267302,0.43375852112146024,0,0
0.8954072964670832,0.5433306824552198,0,0
0.9349770548756917,0.2071824673066966,0,0
0.9954170403817918,0.3163388264929545,1,1
0.2565057242975386,0.6474420273674526,0,0
0.4566178170123929,0.9187724512673598,1,1
0.7824146281336821,0.09537509624198828,0,0
0.726418556248413,0.8513458887697395,1,0
0.23850631570586955,0.5691930811800876,0,1
0.8342498124915559,0.5575276100800614,1,0
0.3019965146529946,0.5002506816869843,0,0
0.30143585334036077,0.11245467731376504,0,1
0.5832769806040722,0.1308891665625446,0,1
0.6336459413575328,0.5908208050931775,0,1
0.62207758705403,0.35686271429200245,1,0
0.1823381536579794,0.8755412599199126,0,0
0.8897147763673423,0.415931483623525,1,1
0.3390400383298355,0.17895331283237698,0,1
0.21656342915452376,0.6932469501518324,1,0
0.8998732718820794,0.31401807929690884,0,0
0.960086348406778,0.5229232766203038,0,1
0.8759148555389056,0.678049506954653,1,1
0.8285644672523903,0.8602377000818633,0,1
0.6897177825751195,0.7629720753215085,0,1
0.5957716335482254,0.6587249610854516,1,0
0.17828808392026912,0.6616698641556292,0,0
0.4676078917636288,0.9013321796288778,1,0
0.43541966531108256,0.3162416877468824,0,0
0.3337784053842936,0.05100088477656867,1,1
0.7510781023197265,0.2947591034583788,1,0
0.5462881615708938,0.24610224166406958,1,1
0.17294159431688316,0.6456511266025984,1,0
0.29816488175483025,0.6203404397889761,0,0
0.7149328872936364,0.5841152444342514,0,0
0.16851777354127018,0.06461909888850834,1,1
0.8660862226438918,0.7059002490055827,0,0
0.5456318743125769,0.3411773712369423,0,1
0.5325279195939833,0.6485503901059679,0,1
0.6331670061935658,0.550920585651938,1,0
0.8422128693326343,0.3584578328851164,0,1
0.4130282871119738,0.17111864039369695,0,0
0.7102145373031572,0.13497700789443284,1,1
0.6091587675962119,0.7983664998010012,0,0
0.3403254431524792,0.8765577878734021,1,1
0.8907669877196421,0.6348092420878696,1,1
0.8176834194462352,0.14309070337443502,1,0
0.6926066511925829,0.4118244951994166,0,0
0.8655235561848177,0.7060452800946415,0,0
0.8805647808638222,0.7518387956090613,1,0
0.7375266790435313,0.15639676006197972,1,1
0.8533119955273049,0.05002764696084418,1,1
0.7277243155023553,0.6909233412925445,1,1
0.7121266945842704,0.37093655838758505,1,1
0.6567502403936659,0.2790331984564342,1,0
0.7774449756018771,0.0616077228105729,0,1
0.24274459476376634,0.5362694660853496,1,0
0.8927836832790356,0.8160356618833835,1,1
0.8846591749707088,0.9118684816453291,1,0
0.12632255473110324,0.5591704555519603,0,0
0.8432350755082864,0.5130151949659048,0,0
0.21598288072610067,0.12655074694031698,0,0
0.4016069688332278,0.5439855213883398,0,0
0.769157430662447,0.3919811710688551,1,1
0.2446839064434774,0.5964217527952193,0,0
0.836170321707156,0.399853713088892,1,1
0.8489207601619677,0.26626921110533003,1,1
0.5567209603847526,0.13546874770553885,1,0
0.10574728454515023,0.33342660013000613,1,1
0.3583343198574215,0.13698035085897703,1,1
0.655234226538168,0.20920725574158555,1,1
0.9830675602246811,0.9386025427215913,0,0
0.6686321743150015,0.4496932012159567,0,0
0.3338232229577438,0.5286845898545148,0,0
0.6706051327896502,0.8362566758634938,0,0
0.58598684174427,0.946012010441619,0,1
0.8018608556360293,0.5744430044102133,1,1
0.19628257494426257,0.7812264389397544,0,1
0.7849251122518252,0.3442469219030077,0,1
0.5871399208084993,0.32516956170256195,0,1
0.9666928034730952,0.41243334889510413,1,1
0.4076849494348175,0.6552565364062842,1,0
0.6693597038205533,0.6639725203295889,1,1
0.9388252949590157,0.33371549118450566,0,1
0.19225875519161134,0.16988893172296582,0,1
0.943505638512806,0.6191566308189577,0,0
0.719097150070732,0.16549327596988805,0,1
0.16105335319465472,0.5706432574063971,0,1
0.37086721025213465,0.6740799152506781,1,0
0.7373548797807534,0.6805503467550065,0,1
0.16061554132189454,0.728124899593637,1,0
0.6239534141586459,0.8355734794090981,0,0
0.41129475125766113,0.4999630927683095,1,1
0.6588239659907293,0.7072242705766141,1,1
0.14116783043126158,0.607255461829253,1,0
0.8843831255371386,0.2179759458179143,1,1
0.9761400722596573,0.07312068038246736,0,1
0.9719900697571223,0.30608724710924035,0,0
0.7746866485686322,0.4487303357038574,0,0
0.21707761611756876,0.6053953499857907,1,1
0.7824368763361204,0.8149633974528848,0,0
0.12212822481292136,0.2266211450355491,0,1
0.11991119637609754,0.16299481090862938,0,1
0.3912491972345872,0.9171319527268947,0,1
0.5397788713641992,0.1472401034387664,1,1
0.7933666760270138,0.48064196309647017,1,0
0.7149658389458546,0.5770073559139717,0,1
0.5013124357390735,0.5372369788166944,0,0
0.3462639996534993,0.12742894132964888,0,1
0.99741205014194,0.10132422260325744,1,1
0.48356317201237564,0.1449350847149321,1,0
0.506248321896708,0.5770289154853513,1,1
0.24726143907250228,0.539910398870889,0,0
0.8153285938749364,0.2603667128330698,1,0
0.7243140032033397,0.6239967276610324,1,1
0.29869265150988433,0.7880607518500844,1,1
0.17414294105425843,0.08742106386193438,1,1
0.7124493718672418,0.4983169491932381,1,1
0.6890600928530217,0.6703793708924213,0,0
0.3459335742983884,0.27708073436271835,0,1
0.9557772060253693,0.32699381476383416,0,1
0.23595210260281022,0.6022741126904454,0,1
0.4891013209383417,0.8581417640993632,1,1
0.949254328150839,0.7789319782726094,0,1
0.4777545852335101,0.5748171971896252,0,0
0.6746733528976769,0.7071995459815242,0,1
0.45783495816651487,0.37834022318701876,1,0
0.346793682113803,0.626868975288882,0,1
0.9855798831638454,0.4695634320148012,1,1
0.4684006056835387,0.22094252281180482,1,1
0.904689283311221,0.6815644464895314,1,0
0.30695914530197754,0.5508181736139398,0,1
0.29179423362257495,0.37275942375823223,1,0
0.12802067459606023,0.8702052710707676,0,0
0.6865001428382965,0.06884070604405994,0,1
0.43167370935138505,0.33419583612454634,0,0
0.8779224248556733,0.10119325799988191,1,1
0.5258889160224015,0.7398745845994644,1,1
0.9713740851232495,0.6818967087024134,0,0
0.266972964132809,0.3482169968626853,1,1
0.8817608511600497,0.6580966119863657,1,1
0.7989371675125676,0.4063435035763548,1,0
0.7938296601796468,0.7306284122801908,0,0
0.8603049053051989,0.45876529646303543,1,0
0.784921591848699,0.42105175504849895,1,0
0.6635982894682738,0.8912569239394709,0,0
0.21812038991414884,0.2757911899016302,1,0
0.12927356154212674,0.15840260599690886,0,1
0.9287630630341182,0.5760888019335123,1,0
0.6549852830686642,0.922389631055761,1,0
0.8168835618785587,0.39005529235446795,1,1
0.533370116361295,0.10583308726590338,1,1
0.20557737006615504,0.3553747405786107,1,0
0.2126672129822954,0.5053384888876026,1,0
0.7170087585060743,0.19573070596899234,0,1
0.48727530540951647,0.6422919962508429,1,0
0.28047225403030307,0.9479744501091805,1,0
0.5424350920672932,0.4565655283832994,1,1
0.1577880433676207,0.36925570105719135,0,0
0.6237742617229589,0.41063375015101994,0,1
0.3420940639915879,0.153631560555681,0,0
0.8178031905734693,0.8449462412836014,1,1
0.37932576303121646,0.4233430899692167,1,1
0.5096981341736211,0.39854697028235714,0,1
0.11045848591729057,0.6437212456374268,0,0
0.165202199015103,0.4478300788380111,0,1
0.45324420076601635,0.6334101219270615,1,0
0.5319449512454112,0.10530166111770875,0,1
0.6400184933073734,0.7823510093500047,1,1
0.3624963208383729,0.8964535575914623,1,1
0.7254836975138883,0.6338888475434473,1,0
0.8741101574702841,0.9091093359729296,0,0
0.8018658900040149,0.18628908293296698,1,1
0.13565694281352145,0.47967457053231827,0,0
0.5324562525320461,0.5916260605509025,0,0
0.1944371605763574,0.573562982679068,0,0
0.31784051427627474,0.4113156011801389,0,1
0.9879963339404318,0.3542759684296352,1,0
0.22824598861136192,0.16414162029537693,1,1
0.5489993381062205,0.4025682055060503,1,1
